"Team","Season","GP","TOI","Sh%","Sv%","FSh%","FSv%","xFSh%","xFSv%","dFSh%","dFSv%","PDO","xPDO","dPDO","OZS","DZS","NZS","OZS%","DZS%","NZS%","ZSR","FO%"
"ANA","2015-2016",41,195.32,15.03,91.3,10.98,93.55,9.28,92.97,1.71,0.58,106.33,102.24,4.09,177,10,39,78.32,4.42,17.26,0.95,57.08
"ARI","2015-2016",41,235.63,10.4,76.74,7.76,79.59,9.74,89,-1.98,-9.41,87.15,98.74,-11.59,195,10,63,72.76,3.73,23.51,0.95,55.6
"BOS","2015-2016",41,185.37,11.93,96.43,7.92,97.37,8.5,91,-0.58,6.37,108.36,99.5,8.86,155,14,35,75.98,6.86,17.16,0.92,51.47
"BUF","2015-2016",41,202.76,11.86,85.71,8.61,89.74,9.22,92.36,-0.61,-2.62,97.58,101.58,-4,157,13,44,73.36,6.07,20.56,0.92,52.34
"CAR","2015-2016",41,215.7,9.69,93.75,7.31,94.29,7.51,91.77,-0.2,2.51,103.44,99.28,4.16,192,8,33,82.4,3.43,14.16,0.96,56.65
"CBJ","2015-2016",41,192.9,13.38,88.89,9.59,90.62,10.66,91.47,-1.07,-0.84,102.26,102.13,0.13,181,6,38,80.44,2.67,16.89,0.97,47.56
"CGY","2015-2016",41,226.67,11.58,91.18,8.59,93.48,9.64,93.39,-1.05,0.09,102.76,103.03,-0.28,210,8,41,81.08,3.09,15.83,0.96,46.72
"CHI","2015-2016",41,192.65,17.99,100,13.59,100,10.38,91.96,3.21,8.04,117.99,102.33,15.65,153,7,43,75.37,3.45,21.18,0.96,56.65
"COL","2015-2016",41,213.57,11.56,87.5,8.58,88.89,8.8,89.06,-0.21,-0.17,99.06,97.85,1.21,195,11,27,83.69,4.72,11.59,0.95,54.08
"DAL","2015-2016",41,187.44,15.79,80.65,11.79,84.62,8.62,89.26,3.17,-4.64,96.43,97.88,-1.44,176,6,52,75.21,2.56,22.22,0.97,47.44
"DET","2015-2016",41,203.75,13.37,96.55,9.33,97.56,9.13,91.76,0.19,5.8,109.92,100.89,9.03,175,13,26,81.78,6.07,12.15,0.93,55.14
"EDM","2015-2016",41,183.05,15.04,88.89,10.64,90.91,9.84,89.84,0.8,1.07,103.93,99.68,4.25,143,11,35,75.66,5.82,18.52,0.93,46.56
"FLA","2015-2016",41,204.47,10.56,96.55,7.21,97.06,10.04,94,-2.83,3.06,107.12,104.04,3.08,162,15,41,74.31,6.88,18.81,0.92,49.08
"L.A","2015-2016",41,174.67,12.89,94.12,9.54,95.65,8.31,89.35,1.23,6.3,107,97.66,9.35,161,10,29,80.5,5,14.5,0.94,60.5
"MIN","2015-2016",41,210.67,12.5,100,9.2,100,9.55,95.04,-0.35,4.96,112.5,104.59,7.91,199,12,35,80.89,4.88,14.23,0.94,48.37
"MTL","2015-2016",40,194.8,13.42,80,9.13,85.29,9.45,91.38,-0.32,-6.09,93.42,100.83,-7.41,147,15,46,70.67,7.21,22.12,0.91,56.25
"N.J","2015-2016",41,199.43,16.35,87.5,11.98,89.13,8.96,89.91,3.02,-0.78,103.85,98.87,4.98,162,17,50,70.74,7.42,21.83,0.91,51.97
"NSH","2015-2016",41,205.24,13.11,100,10.13,100,9.29,92.91,0.84,7.09,113.11,102.2,10.92,177,10,27,82.71,4.67,12.62,0.95,43.46
"NYI","2015-2016",41,178.18,13.53,87.5,9.14,90.62,9.78,93.81,-0.64,-3.19,101.03,103.59,-2.56,154,5,23,84.62,2.75,12.64,0.97,48.35
"NYR","2015-2016",41,169.25,9.88,95.83,7.21,96.97,8.67,94.03,-1.46,2.94,105.71,102.7,3.01,138,18,33,73.02,9.52,17.46,0.88,53.44
"OTT","2015-2016",41,179.15,17.19,91.3,12.09,93.33,8.19,92.3,3.9,1.03,108.49,100.49,8,150,11,51,70.75,5.19,24.06,0.93,45.28
"PHI","2015-2016",41,227.95,12.98,85.71,9.64,90,8.54,90.76,1.1,-0.76,98.7,99.3,-0.6,201,8,59,75,2.99,22.01,0.96,54.1
"PIT","2015-2016",41,205.55,11.17,92.86,8.23,94.87,9.45,90.18,-1.22,4.69,104.03,99.63,4.4,174,10,44,76.32,4.39,19.3,0.95,51.32
"S.J","2015-2016",41,203.68,16.18,87.5,11.62,90.7,9.99,94.56,1.63,-3.86,103.68,104.55,-0.86,170,12,49,73.59,5.19,21.21,0.93,57.14
"STL","2015-2016",41,160.89,17.6,86.21,13.1,87.5,8.05,89.91,5.05,-2.41,103.81,97.95,5.85,133,7,30,78.24,4.12,17.65,0.95,59.41
"T.B","2015-2016",41,222.79,8.28,90,5.88,92.68,8.52,94.17,-2.64,-1.49,98.28,102.69,-4.41,184,10,31,81.78,4.44,13.78,0.95,50.22
"TOR","2015-2016",41,221.84,6.91,85,4.73,88,9.94,93.08,-5.21,-5.08,91.91,103.02,-11.11,193,14,24,83.55,6.06,10.39,0.93,58.44
"VAN","2015-2016",41,212.26,9.04,87.18,6.22,90.74,9.53,90.63,-3.3,0.11,96.22,100.16,-3.94,166,15,42,74.44,6.73,18.83,0.92,47.09
"WPG","2015-2016",41,202.78,12.16,88.89,8.74,92.5,7.83,91.3,0.91,1.2,101.05,99.13,1.92,166,12,43,75.11,5.43,19.46,0.93,52.04
"WSH","2015-2016",41,193.4,13.61,89.66,10,91.18,9.88,92.88,0.12,-1.71,103.27,102.76,0.51,168,14,40,75.68,6.31,18.02,0.92,51.35
