"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA","2014-2015",41,199.68,348,43,305,89,104.57,12.92,18,1,17,94.74,5.41,0.3,23.17,2.68,20.49,89.63,6.96,0.81,5,1,-4,9.52,96.43,105.95
"ARI","2014-2015",41,196.74,362,47,315,88.51,110.4,14.33,20,4,16,83.33,6.1,1.22,23.94,3.29,20.65,87.92,7.3,1,8,4,-4,11.24,88.57,99.81
"BOS","2014-2015",41,176.25,332,38,294,89.73,113.02,12.94,21,2,19,91.3,7.15,0.68,21.28,2.56,18.72,89.26,7.24,0.87,9,4,-5,12.21,92.86,105.07
"BUF","2014-2015",41,195.6,252,51,201,83.17,77.3,15.64,16,4,12,80,4.91,1.23,17.16,3.38,13.78,83.54,5.26,1.04,8,3,-5,11.68,88.89,100.57
"CAR","2014-2015",41,191.05,329,34,295,90.63,103.32,10.68,22,1,21,95.65,6.91,0.31,25.35,1.6,23.75,94.06,7.96,0.5,6,3,-3,12.87,94.74,107.6
"CBJ","2014-2015",41,208.34,324,38,286,89.5,93.31,10.94,28,4,24,87.5,8.06,1.15,24.93,3.13,21.8,88.85,7.18,0.9,8,3,-5,15.47,85.71,101.18
"CGY","2014-2015",41,228.4,396,44,352,90,104.03,11.56,25,2,23,92.59,6.57,0.53,26.99,2.04,24.95,92.97,7.09,0.54,8,8,0,12.63,92.31,104.93
"CHI","2014-2015",41,228.93,385,47,338,89.12,100.9,12.32,20,6,14,76.92,5.24,1.57,24.16,3.45,20.71,87.5,6.33,0.9,4,6,2,9.71,83.33,93.04
"COL","2014-2015",41,208.31,328,54,274,85.86,94.47,15.55,16,0,16,100,4.61,0,19.7,2.88,16.82,87.25,5.67,0.83,7,9,2,9.09,100,109.09
"DAL","2014-2015",41,272.92,456,64,392,87.69,100.25,14.07,25,4,21,86.21,5.5,0.88,28.59,5.96,22.63,82.75,6.29,1.31,12,1,-11,11.26,90.91,102.17
"DET","2014-2015",41,240.54,395,46,349,89.57,98.53,11.47,41,2,39,95.35,10.23,0.5,34.83,2.51,32.32,93.28,8.69,0.63,9,3,-6,19.16,93.1,112.26
"EDM","2014-2015",41,202.1,340,36,304,90.43,100.94,10.69,20,5,15,80,5.94,1.48,22.43,2.74,19.69,89.11,6.66,0.81,4,6,2,11.43,78.26,89.69
"FLA","2014-2015",41,227.65,353,41,312,89.59,93.04,10.81,22,4,18,84.62,5.8,1.05,23.23,3.49,19.74,86.94,6.12,0.92,8,6,-2,10.33,87.1,97.43
"L.A","2014-2015",41,220.7,381,39,342,90.71,103.58,10.6,29,0,29,100,7.88,0,24.26,2.31,21.95,91.31,6.6,0.63,5,6,1,15.43,100,115.43
"MIN","2014-2015",41,228.51,374,45,329,89.26,98.2,11.82,27,1,26,96.43,7.09,0.26,25.77,2.71,23.06,90.48,6.77,0.71,5,5,0,12.44,96.67,109.11
"MTL","2014-2015",41,200.88,346,53,293,86.72,103.35,15.83,26,3,23,89.66,7.77,0.9,21.85,3.82,18.03,85.12,6.53,1.14,8,4,-4,14.69,90.91,105.6
"N.J","2014-2015",41,181.01,231,31,200,88.17,76.57,10.28,18,2,16,90,5.97,0.66,17.66,2.26,15.4,88.65,5.85,0.75,3,2,-1,14.75,90.91,105.66
"NSH","2014-2015",41,221.1,348,38,310,90.16,94.44,10.31,18,3,15,85.71,4.88,0.81,20.94,1.78,19.16,92.17,5.68,0.48,4,3,-1,9.73,86.36,96.09
"NYI","2014-2015",41,227.1,374,37,337,91,98.81,9.78,27,2,25,93.1,7.13,0.53,33.69,4.31,29.38,88.66,8.9,1.14,10,6,-4,13.5,93.33,106.83
"NYR","2014-2015",41,199.4,360,38,322,90.45,108.32,11.43,18,2,16,90,5.42,0.6,27.58,2.61,24.97,91.35,8.3,0.79,2,5,3,9.05,92.59,101.64
"OTT","2014-2015",41,252.95,462,66,396,87.5,109.59,15.66,24,2,22,92.31,5.69,0.47,31.29,5.41,25.88,85.26,7.42,1.28,11,12,1,10.43,95.12,105.56
"PHI","2014-2015",41,202,391,49,342,88.86,116.14,14.55,38,4,34,90.48,11.29,1.19,31.67,2.55,29.12,92.55,9.41,0.76,8,3,-5,18.01,89.74,107.75
"PIT","2014-2015",41,223.33,376,48,328,88.68,101.02,12.9,29,6,23,82.86,7.79,1.61,26.89,3.61,23.28,88.16,7.22,0.97,11,8,-3,13.3,82.86,96.16
"S.J","2014-2015",41,207.01,401,58,343,87.36,116.23,16.81,28,3,25,90.32,8.12,0.87,27.6,3.87,23.73,87.7,8,1.12,4,4,0,13.46,91.18,104.64
"STL","2014-2015",41,216.78,344,50,294,87.31,95.21,13.84,25,3,22,89.29,6.92,0.83,22.93,2.35,20.58,90.7,6.35,0.65,6,5,-1,13.23,90,103.23
"T.B","2014-2015",41,221.8,307,43,264,87.71,83.05,11.63,31,2,29,93.94,8.39,0.54,19.24,2.13,17.11,90.03,5.2,0.58,12,10,-2,19.02,92.31,111.33
"TOR","2014-2015",41,236,385,69,316,84.8,97.88,17.54,28,7,21,80,7.12,1.78,29.53,3.7,25.83,88.87,7.51,0.94,9,8,-1,14,87.93,101.93
"VAN","2014-2015",41,216.3,344,44,300,88.66,95.42,12.21,26,1,25,96.3,7.21,0.28,24.38,2.55,21.83,90.53,6.76,0.71,7,3,-4,13.68,96.97,110.65
"WPG","2014-2015",41,216.3,389,45,344,89.63,107.91,12.48,24,1,23,96,6.66,0.28,28.09,2.95,25.14,90.5,7.79,0.82,5,2,-3,13.33,96.67,110
"WSH","2014-2015",41,190.39,373,46,327,89.02,117.55,14.5,32,2,30,94.12,10.08,0.63,24.18,2.36,21.82,91.11,7.62,0.74,8,12,4,15.69,93.94,109.63
